t,NHS.region,date,deaths_adj,hosp_adm_adj,known_hosp_beds_adj,icu_bed_adj
170,North West,2020-06-19,0.901125809279823,1.5578269958548,1.73404255453169,0.630114326421653
170,South East,2020-06-19,1.13334829455408,1.35978049662681,1.68322646945472,0.724040937441931
170,South West,2020-06-19,0.827446761880357,0.881338619468716,0.604041615177187,0.428998272395641
171,East of England,2020-06-20,0.994691965535114,1.40308262422606,1.29594193884687,0.747811095233032
171,London,2020-06-20,0.754810054019291,1.71090676648354,1.44140857969534,1.57919322519024
171,Midlands,2020-06-20,0.963455496906674,1.3328693574287,1.18399508703485,0.494850565521085
171,North East and Yorkshire,2020-06-20,0.906959630001982,1.40686274327639,1.19105130483939,0.817056827715335
171,North West,2020-06-20,0.911602260095365,1.55599261506807,1.73297023276939,0.635574664993252
171,South East,2020-06-20,1.08779110877125,1.33531851051865,1.63901968835917,0.694832213071732
171,South West,2020-06-20,0.833127661679136,0.818462677635708,0.59107175314365,0.431565855362895
172,East of England,2020-06-21,0.993517863435171,1.4040492016984,1.32073944204774,0.741306935873278
172,London,2020-06-21,0.760485639326677,1.69860080049099,1.45945700858856,1.56398559626417
172,Midlands,2020-06-21,1.0068684955353,1.36439909819795,1.18589041820206,0.500524318422233
172,North East and Yorkshire,2020-06-21,0.980381436334522,1.37432858018003,1.20155674405432,0.833568334056938
172,North West,2020-06-21,0.928759562697818,1.4506351760457,1.72831135560325,0.626427554080065
172,South East,2020-06-21,1.09290513554023,1.31689415986568,1.61795281042505,0.682363096290701
172,South West,2020-06-21,0.829848039052939,0.870353939733113,0.586344593922216,0.430929762792359
173,East of England,2020-06-22,0.992359919019021,1.3311672526174,1.32042510869805,0.730451367802022
173,London,2020-06-22,0.766260251395897,1.74212480979144,1.48461637729748,1.56323686041659
173,Midlands,2020-06-22,1.0578394948799,1.35801977366195,1.18791724523146,0.502961232251652
173,North East and Yorkshire,2020-06-22,0.953824948747296,1.34608175774357,1.20638179776293,0.842730809432775
173,North West,2020-06-22,0.95875224657013,1.52305832779733,1.72368905656133,0.622189994384108
173,South East,2020-06-22,1.13245859268843,1.37405559903749,1.55417754763113,0.663028461771503
173,South West,2020-06-22,0.836200133589805,0.86742461898406,0.58343529978235,0.43462843315084
174,East of England,2020-06-23,0.974957262635302,1.42030868377215,1.32707043616506,0.727005849656388
174,London,2020-06-23,0.766260251395897,1.74976274275215,1.50343477531893,1.56123976183743
174,Midlands,2020-06-23,1.05950487765212,1.35829686848293,1.19537424894115,0.519601319019232
174,North East and Yorkshire,2020-06-23,0.991444329652514,1.35542188728313,1.22539915677844,0.848866708369785
174,North West,2020-06-23,0.966267650442237,1.53010612614438,1.71048938483132,0.633234078680325
174,South East,2020-06-23,1.12939435603001,1.35948121503206,1.54117175454293,0.655226861720323
174,South West,2020-06-23,0.84286931627349,0.892434447068468,0.574149364343216,0.438870319219334
175,East of England,2020-06-24,0.989601291612984,1.44784799191436,1.33460583071946,0.726325993983571
175,London,2020-06-24,0.769957084172919,1.77553172181393,1.52647963875916,1.57041899343363
175,Midlands,2020-06-24,1.04856576586788,1.45667504580874,1.20799756827728,0.53470760775056
175,North East and Yorkshire,2020-06-24,1.00347100602329,1.4009814389065,1.25059820817812,0.865734782585701
175,North West,2020-06-24,0.956281789485863,1.58308500908729,1.7101746032631,0.649837884524993
175,South East,2020-06-24,1.13513853306759,1.35487787784443,1.49989230823805,0.653280902624705
175,South West,2020-06-24,0.868956047566109,0.902874705042713,0.570699473128463,0.443625474269764
176,East of England,2020-06-25,1.01268943826732,1.39837064635658,1.33315394080961,0.661961392995075
176,London,2020-06-25,0.767752629955608,1.81906905479261,1.54518633609853,1.55921397079499
176,Midlands,2020-06-25,1.03589828467606,1.43669727852395,1.21405051180981,0.547965567875472
176,North East and Yorkshire,2020-06-25,0.99499011086657,1.39885843698514,1.35692776520889,0.868671183429749
176,North West,2020-06-25,1.00171096847082,1.62055161662936,1.69825372745081,0.65257655287191
176,South East,2020-06-25,1.16726057557983,1.36296852566274,1.47687521674876,0.663809657669756
176,South West,2020-06-25,0.868956047566109,0.980410153081817,0.57795698659931,0.448863147357865
177,East of England,2020-06-26,0.985507303573609,1.37883079667642,1.3337967606533,0.667975462087682
177,London,2020-06-26,0.765526335812323,1.70044110418894,1.55742293803782,1.55456354616596
177,Midlands,2020-06-26,1.02152962838912,1.42325382491633,1.22737139164381,0.574874919145089
177,North East and Yorkshire,2020-06-26,0.951383282101468,1.40792588996698,1.36928630306735,0.867494919300818
177,North West,2020-06-26,1.01766637825424,1.57370652112003,1.68528287656858,0.651419173893252
177,South East,2020-06-26,1.16500635613589,1.33535970822361,1.43856384436834,0.668228977509406
177,South West,2020-06-26,0.87409241743829,1.04496881214209,0.583229415957714,0.45455153752146
178,East of England,2020-06-27,1.00850904949986,1.3171767247828,1.31573389428275,0.674357377893581
178,London,2020-06-27,0.765526335812323,1.49767698877237,1.53543966183788,1.53367258546337
178,Midlands,2020-06-27,1.01808627396879,1.41379025544786,1.23971363544859,0.602008315661439
178,North East and Yorkshire,2020-06-27,0.955011602440608,1.3389175779432,1.37364068666486,0.855829143703675
178,North West,2020-06-27,0.964509325321891,1.53422343454969,1.67463434707007,0.642895777402456
178,South East,2020-06-27,1.15432394905598,1.35961666265239,1.41651951853539,0.688991214630623
178,South West,2020-06-27,0.87409241743829,1.10348900559487,0.590958587112417,0.460658962230142
179,East of England,2020-06-28,0.988303859634968,1.35071731057187,1.29604172301415,0.68655777847171
179,London,2020-06-28,0.760762853724129,1.37865233702668,1.50790853027208,1.52198912782257
179,Midlands,2020-06-28,0.973747337655903,1.38581572158409,1.25149803614645,0.621392776869638
179,North East and Yorkshire,2020-06-28,0.886700365130571,1.33930398186671,1.39027222746863,0.850717263711535
179,North West,2020-06-28,0.916202864145408,1.45690896328966,1.66636207213581,0.639327832869351
179,South East,2020-06-28,1.11730838609958,1.40880940171884,1.39699096148759,0.717017023027168
179,South West,2020-06-28,0.87409241743829,1.09210150868652,0.588047877133805,0.462738265307502
180,East of England,2020-06-29,1.04627854777383,1.35452266443251,1.29133683776776,0.710620529061645
180,London,2020-06-29,0.749426429763358,1.39828271782276,1.4843819546454,1.50665437686067
180,Midlands,2020-06-29,0.918964499347087,1.35743117743781,1.26357772739295,0.653087496524605
180,North East and Yorkshire,2020-06-29,0.910165688451111,1.36673898932132,1.41767494761836,0.856983876397922
180,North West,2020-06-29,0.859704034665719,1.32612116904364,1.64784219369301,0.624478910460493
180,South East,2020-06-29,1.10703769308555,1.43597528549102,1.42422626945862,0.742792389828708
180,South West,2020-06-29,0.897352312816177,1.03920490492507,0.584646353539285,0.460437002319531
181,East of England,2020-06-30,1.04276776051991,1.22956258028333,1.28727171338438,0.732869470105829
181,London,2020-06-30,0.755399145484725,1.33530977037217,1.45512599038581,1.49293433076231
181,Midlands,2020-06-30,0.915576951852173,1.36560611255105,1.26913100653671,0.672987120013664
181,North East and Yorkshire,2020-06-30,0.919030337839589,1.34031347936765,1.43618465428283,0.858460352972462
181,North West,2020-06-30,0.868065018184259,1.25829922689014,1.61563821614734,0.602510228222432
181,South East,2020-06-30,1.07896586570291,1.4378458674273,1.42346710239403,0.742894094505041
181,South West,2020-06-30,0.875072535855239,1.00826920946191,0.598720055253628,0.458008910756266
182,East of England,2020-07-01,1.04765448490587,1.16029842742373,1.2861228722257,0.770998168105837
182,London,2020-07-01,0.76131327696786,1.29060576606122,1.4315570015859,1.46705830695129
182,Midlands,2020-07-01,0.910834863784407,1.32024322282128,1.26655661321593,0.688240787887199
182,North East and Yorkshire,2020-07-01,0.905019983213731,1.35089443902453,1.43877458761576,0.856823019433778
182,North West,2020-07-01,0.863084900153294,1.1179748562063,1.57690406444899,0.590099872261767
182,South East,2020-07-01,1.11435554648099,1.48107011870996,1.42859950595469,0.743480657711671
182,South West,2020-07-01,0.882821516680466,1.03388412074659,0.614696020262076,0.455394842040955
183,East of England,2020-07-02,1.04292332286447,1.25085589427397,1.28048877176906,0.798565342607399
183,London,2020-07-02,0.785035900199103,1.32329922370761,1.40620079531853,1.45662022553101
183,Midlands,2020-07-02,0.933882475860785,1.3135520092719,1.27180293605821,0.703668358023513
183,North East and Yorkshire,2020-07-02,0.889978855003501,1.35017926752843,1.31968078675796,0.851711315853665
183,North West,2020-07-02,0.816254926415791,1.10517487577891,1.5414097740133,0.586132073027447
183,South East,2020-07-02,1.06824229291426,1.46689198226291,1.42591751839497,0.734224348883749
183,South West,2020-07-02,0.882821516680467,0.99157193104103,0.621701881133982,0.452535912558997
184,East of England,2020-07-03,1.02819140358991,1.29854834300156,1.28896452113285,0.827197655200328
184,London,2020-07-03,0.808927405852452,1.43101991879648,1.37695796276414,1.43084107350977
184,Midlands,2020-07-03,0.956844848012102,1.26314647833021,1.26697670688402,0.715301137195628
184,North East and Yorkshire,2020-07-03,0.905144076810839,1.32173739520443,1.32538569154242,0.847539955958598
184,North West,2020-07-03,0.838137371088096,1.03681839544082,1.4967410108616,0.589395567317202
184,South East,2020-07-03,1.08614027382182,1.47040284107031,1.44458964204072,0.718121375306428
184,South West,2020-07-03,0.898347699492891,0.955632830394544,0.617330172567047,0.4543787696053
185,East of England,2020-07-04,1.04065753811909,1.36593845979846,1.30802332429502,0.850377063789889
185,London,2020-07-04,0.814811027479814,1.45357493514498,1.36882541061215,1.4122996216522
185,Midlands,2020-07-04,0.941260809757352,1.23062013085843,1.25721124039843,0.716453850551192
185,North East and Yorkshire,2020-07-04,0.872483469869839,1.40131329183437,1.33696637226961,0.844409536547887
185,North West,2020-07-04,0.831901473234271,0.990099230595643,1.43828626200605,0.596679403107453
185,South East,2020-07-04,1.09517085164109,1.40639432023664,1.46246752867073,0.694752881092864
185,South West,2020-07-04,0.898347699492891,0.926636677384362,0.610661881547495,0.450986181010582
186,East of England,2020-07-05,1.043270532422,1.34101491067628,1.33188535243013,0.870869439759809
186,London,2020-07-05,0.838828431903946,1.46955788474049,1.36333800091636,1.4043631044072
186,Midlands,2020-07-05,0.939273217367084,1.22733999262198,1.24778959118549,0.726807647443815
186,North East and Yorkshire,2020-07-05,0.902648041267292,1.3797791003077,1.3475510884745,0.837306153340074
186,North West,2020-07-05,0.861790313812381,1.02323336218408,1.38220354349556,0.6044037847163
186,South East,2020-07-05,1.10442611444059,1.42590562302667,1.48209523810493,0.66364217702096
186,South West,2020-07-05,0.914047113225208,0.905032641263381,0.618205236440906,0.463001177965659
187,East of England,2020-07-06,1.03569200890103,1.30010261545204,1.33471332562882,0.90207668475129
187,London,2020-07-06,0.844496284995891,1.3177528671476,1.35188587089496,1.39546481959914
187,Midlands,2020-07-06,0.975993725052496,1.23159672955739,1.25675872301831,0.723292737517888
187,North East and Yorkshire,2020-07-06,0.875749568061565,1.4166233532996,1.36173419696026,0.841725565152621
187,North West,2020-07-06,0.892434988726654,1.02231034976595,1.34498985502261,0.620499248485372
187,South East,2020-07-06,1.132765889338,1.42329543537227,1.49473630945244,0.6316549531454
187,South West,2020-07-06,0.914047113225208,0.936062214168442,0.616237389027854,0.480803368444864
188,East of England,2020-07-07,1.0758544994199,1.25659026909912,1.33146366259928,0.923623450995433
188,London,2020-07-07,0.86844458054438,1.36877571831404,1.31751288328552,1.34239137390257
188,Midlands,2020-07-07,0.980258425418651,1.19337551408971,1.2573551428489,0.722466580856882
188,North East and Yorkshire,2020-07-07,0.83907704482478,1.38622733739634,1.37803843490152,0.85611865708326
188,North West,2020-07-07,0.893437917376526,1.01957992034211,1.32655650595937,0.627197863526396
188,South East,2020-07-07,1.15199715983888,1.48187445469625,1.51833319938112,0.621256397437489
188,South West,2020-07-07,0.914047113225208,0.958070114829229,0.600441315467183,0.499242384049318
189,East of England,2020-07-08,1.05731278554261,1.27955370272203,1.32338208478951,0.916450815839276
189,London,2020-07-08,0.873714773475841,1.41412505401909,1.31234870092029,1.32117355367955
189,Midlands,2020-07-08,0.958340966271308,1.1511354280077,1.25182509296578,0.731927662593968
189,North East and Yorkshire,2020-07-08,0.859852760740283,1.37020438440623,1.4011160342498,0.858842776877624
189,North West,2020-07-08,0.917167572570596,1.02020573139254,1.30106529221953,0.615068411692235
189,South East,2020-07-08,1.12334399437063,1.47687871052288,1.5413862767905,0.606721642547145
189,South West,2020-07-08,0.914047113225208,0.961419781081719,0.57271274841595,0.518301220738464
190,East of England,2020-07-09,1.02787197116993,1.27415503472193,1.31482687563053,0.911628117239517
190,London,2020-07-09,0.859952800799685,1.39706010692285,1.30472370029895,1.28567222456407
190,Midlands,2020-07-09,0.951303453903725,1.16885411645039,1.24141679534462,0.743011660957469
190,North East and Yorkshire,2020-07-09,0.859852760740283,1.40991890150715,1.42439533817312,0.872063309199107
190,North West,2020-07-09,0.917662137445668,0.993213023947132,1.27943000477633,0.608424891065119
190,South East,2020-07-09,1.13287121806535,1.41976231697815,1.56679788724999,0.591643378937072
190,South West,2020-07-09,0.914047113225208,0.973465036544401,0.551076123428309,0.537958713729136
191,East of England,2020-07-10,1.08725184491106,1.22581816679844,1.29495034668569,0.897871846737418
191,London,2020-07-10,0.859952800799685,1.33523724974015,1.29053622695829,1.24490362343473
191,Midlands,2020-07-10,0.916759313622797,1.15791971777856,1.23697846442474,0.737635656051933
191,North East and Yorkshire,2020-07-10,0.866831146911757,1.402538946861,1.43695786738082,0.878721094255747
191,North West,2020-07-10,0.885648396995232,0.957559791964945,1.26426918241781,0.598740921225121
191,South East,2020-07-10,1.13261275341471,1.41849579629478,1.58488260348885,0.595945987638784
191,South West,2020-07-10,0.929969148891868,0.984977938977415,0.53445880270083,0.546156190385956
192,East of England,2020-07-11,1.06638235359366,1.19728818105211,1.28116848066902,0.933357973367744
192,London,2020-07-11,0.850028152288485,1.29172373313897,1.27529148075476,1.20525609561077
192,Midlands,2020-07-11,0.897445412712666,1.20597385397239,1.24639358275278,0.746322477354068
192,North East and Yorkshire,2020-07-11,0.878397920160996,1.37572416887348,1.44890528582407,0.884373838404746
192,North West,2020-07-11,0.908833362011978,1.01076669053474,1.26311018324743,0.59497648007486
192,South East,2020-07-11,1.16169910181959,1.5277667257605,1.61599892756474,0.620798490967598
192,South West,2020-07-11,0.929969148891868,1.04406140099113,0.530976713405448,0.55426584762155
193,East of England,2020-07-12,1.0648845891623,1.18913526676212,1.2333456503265,0.925312099374289
193,London,2020-07-12,0.863771838118189,1.27154114012179,1.24513515245827,1.16358330626181
193,Midlands,2020-07-12,0.948074735941939,1.19154985911221,1.24955711126561,0.73695657014869
193,North East and Yorkshire,2020-07-12,0.871852247788393,1.41952308567943,1.45727470986197,0.898525122895252
193,North West,2020-07-12,0.915613762308091,1.01457751870791,1.26321128237921,0.588067974694794
193,South East,2020-07-12,1.16117273926288,1.44353480443835,1.61887156857887,0.642392096279493
193,South West,2020-07-12,0.929969148891868,1.07476094044531,0.516813319647091,0.555906085209998
194,East of England,2020-07-13,1.02182941352407,1.27482591466685,1.21445461344951,0.907468996277333
194,London,2020-07-13,0.848897259124238,1.29823764346339,1.21730753941439,1.12674143206173
194,Midlands,2020-07-13,0.899079858232882,1.15151314644413,1.25330777201065,0.745576095684095
194,North East and Yorkshire,2020-07-13,0.864567322466132,1.35304140564595,1.4587416737462,0.908757643768207
194,North West,2020-07-13,0.905125104927152,1.01715992917428,1.25974172956334,0.575177675886045
194,South East,2020-07-13,1.11025135898803,1.40941429322035,1.63101690745802,0.660445263299614
194,South West,2020-07-13,0.950455292223671,1.06635502815056,0.515015248949328,0.557039299179924
195,East of England,2020-07-14,0.99827006242864,1.33934250585256,1.22837050356603,0.904538758915574
195,London,2020-07-14,0.848897259124238,1.27094041059906,1.2224411591383,1.13977597375209
195,Midlands,2020-07-14,0.912174110499311,1.13778731188311,1.25533600679249,0.756088013613782
195,North East and Yorkshire,2020-07-14,0.865761346296955,1.38931627363284,1.46734888561232,0.911308909719155
195,North West,2020-07-14,0.910642227369028,1.04159315271377,1.26053614888296,0.581320601471532
195,South East,2020-07-14,1.10877541150564,1.3501787622782,1.64233349499568,0.679020571892422
195,South West,2020-07-14,0.950455292223671,1.11653954428541,0.537392454438288,0.5576144300471
196,East of England,2020-07-15,0.984313741337203,1.33696240173138,1.23692342791351,0.904692220367481
196,London,2020-07-15,0.857198068880738,1.18104565068677,1.1937001874803,1.13180114189781
196,Midlands,2020-07-15,0.924571603967717,1.11551722497,1.2669234994134,0.756041279196369
196,North East and Yorkshire,2020-07-15,0.903511422112781,1.35623396918885,1.47269527115178,0.91249708079336
196,North West,2020-07-15,0.8982732296156,1.04190304359144,1.26147413148396,0.60308358685739
196,South East,2020-07-15,1.08666566100627,1.35091139181331,1.66269964410892,0.711447764231051
196,South West,2020-07-15,0.963080108580414,1.08689531700259,0.551991988096213,0.557583691158236
197,East of England,2020-07-16,1.00104729054963,1.27314319131685,1.23964056572035,0.89931300133612
197,London,2020-07-16,0.857198068880738,1.1370131075418,1.1596372678599,1.12317518803114
197,Midlands,2020-07-16,0.936300246619467,1.10308414148551,1.27737763723807,0.75739654693323
197,North East and Yorkshire,2020-07-16,0.894857763245619,1.30839716805393,1.45810942282732,0.908664682321407
197,North West,2020-07-16,0.898273229615599,1.04673437895244,1.25917801779813,0.61186706753322
197,South East,2020-07-16,1.10493256626963,1.37432221097732,1.68000610331661,0.731266057854696
197,South West,2020-07-16,0.98049979766159,1.07621006865752,0.564602685771415,0.570863534807957
198,East of England,2020-07-17,0.954426924320408,1.21498750508954,1.22154030914717,0.906185132010726
198,London,2020-07-17,0.85560125677697,1.10386213136604,1.13365266672368,1.11748911755514
198,Midlands,2020-07-17,0.956929597581784,1.15114593791678,1.29755420243347,0.763770051320744
198,North East and Yorkshire,2020-07-17,0.90437653384355,1.29066517521551,1.41843877398401,0.921501903196983
198,North West,2020-07-17,0.923680079568042,1.12304173251178,1.26455185804299,0.611941401614476
198,South East,2020-07-17,1.10250577654805,1.37358339518479,1.69918729757765,0.751516000415874
198,South West,2020-07-17,0.980499797661589,1.06481863806302,0.58420145216419,0.584098053817041
199,East of England,2020-07-18,0.949119374721094,1.15537042693821,1.19704706452542,0.865888245648032
199,London,2020-07-18,0.85560125677697,1.07608522780394,1.12088921468737,1.11850853323417
199,Midlands,2020-07-18,1.00615191268816,1.12340862039909,1.3164694918771,0.758167715782617
199,North East and Yorkshire,2020-07-18,0.913581406628173,1.19372678715536,1.38728155687985,0.944802319990998
199,North West,2020-07-18,0.917759150725601,1.1328831897036,1.37643421272899,0.616979515319399
199,South East,2020-07-18,1.07894207883085,1.21872476301618,1.69589889991528,0.762672014464013
199,South West,2020-07-18,0.991989475976655,1.03228587411609,0.597124534662161,0.589938596391406
200,East of England,2020-07-19,0.975222360510359,1.12508769558006,1.2038588265589,0.86536314674863
200,London,2020-07-19,0.85560125677697,1.02267221374762,1.12214408807925,1.11545672415072
200,Midlands,2020-07-19,0.986929775817256,1.09370205691087,1.34062861441737,0.775728773286735
200,North East and Yorkshire,2020-07-19,0.951301029385418,1.03486191004152,1.35667838123463,0.956159046935342
200,North West,2020-07-19,0.910993225982081,1.25348977805331,1.40293553039986,0.630444590513345
200,South East,2020-07-19,1.06518419598022,1.19873604557234,1.69619019961651,0.778630081242772
200,South West,2020-07-19,0.997371962821721,1.01936042940685,0.612514350951792,0.60278750648945
201,East of England,2020-07-20,0.979836360038171,1.14839609086948,1.19377805659778,0.854080911828231
201,London,2020-07-20,0.85560125677697,0.931565509585818,1.11106312731857,1.1006958878433
201,Midlands,2020-07-20,0.996137123840985,1.08837137795972,1.34981394935116,0.777585360223977
201,North East and Yorkshire,2020-07-20,0.95996987304873,0.991239133549073,1.30110038506695,0.95072785745749
201,North West,2020-07-20,0.903400604329085,1.26815299151512,1.42037298775673,0.637600582874439
201,South East,2020-07-20,1.07195748308843,1.17759960725927,1.67170061397413,0.799649516812848
201,South West,2020-07-20,0.997371962821721,1.01621375688428,0.625475039668542,0.62307750054053
202,East of England,2020-07-21,0.97339263869819,1.17215677876045,1.15499249075001,0.83636685740419
202,London,2020-07-21,0.880631220536674,0.891583391632494,1.07128859691873,1.06242782405122
202,Midlands,2020-07-21,1.02456701079541,1.14115996594122,1.35753782226595,0.769995936112468
202,North East and Yorkshire,2020-07-21,0.96827581322886,0.946227634438,1.22434601998236,0.955642095832736
202,North West,2020-07-21,0.885552140133014,1.34423196766377,1.45494203589889,0.6505784459309
202,South East,2020-07-21,1.0467310402453,1.16382747252039,1.63811913432938,0.800777405486
202,South West,2020-07-21,1.00736650346334,0.950011381980595,0.614595241824964,0.643455418616614
203,East of England,2020-07-22,0.966556051920381,1.22750488878481,1.13338889361984,0.826996653124905
203,London,2020-07-22,0.880631220536674,0.962162082067957,1.06199302724908,1.03814610229881
203,Midlands,2020-07-22,1.06266163179811,1.17435941743851,1.36126195264116,0.752235310400801
203,North East and Yorkshire,2020-07-22,0.956427529639457,0.947033378485171,1.14154135201881,0.951029408316228
203,North West,2020-07-22,0.894915515140775,1.42630662171946,1.49408760856873,0.65342084593842
203,South East,2020-07-22,1.04222792682446,1.14935291129549,1.59785746178338,0.80134641301139
203,South West,2020-07-22,1.00736650346334,0.94586665152801,0.621145541878949,0.663874345876079
204,East of England,2020-07-23,0.970176946085748,1.25202768981619,1.10111771803017,0.816314326722572
204,London,2020-07-23,0.89844000365652,0.968978156484568,1.04613979320241,1.00911939483833
204,Midlands,2020-07-23,1.07017743542214,1.20744535224043,1.37095625322621,0.735845833281777
204,North East and Yorkshire,2020-07-23,0.97378730299422,0.947375423658118,1.09051027888544,0.953165682314308
204,North West,2020-07-23,0.903759884635315,1.43718154497746,1.5244112598628,0.675619939051539
204,South East,2020-07-23,1.04811069826448,1.10046958170962,1.51940288655978,0.827547253655966
204,South West,2020-07-23,1.00736650346334,0.983876542892146,0.635658688463668,0.66814751600654
205,East of England,2020-07-24,0.96267532616156,1.34008180975651,1.10332233022031,0.804339323080842
205,London,2020-07-24,0.89844000365652,0.975818865459356,1.02766315577575,0.967410209271633
205,Midlands,2020-07-24,1.07017743542214,1.18588021805699,1.37583653192569,0.72950018924424
205,North East and Yorkshire,2020-07-24,0.980857435032149,0.96770647416385,1.07818450755743,0.92397391733176
205,North West,2020-07-24,0.921669242408979,1.41433693720728,1.55632048245734,0.71182895296131
205,South East,2020-07-24,1.02143001117991,1.09315826722802,1.47346207237353,0.848788546482754
205,South West,2020-07-24,1.00736650346334,1.02200571427675,0.64729997261814,0.688234364638708
206,East of England,2020-07-25,0.965703085792997,1.38869476028935,1.09724362031551,0.791098060241968
206,London,2020-07-25,0.89844000365652,0.954347792754214,1.01070630757579,0.95249601465228
206,Midlands,2020-07-25,1.06259367586849,1.12178355166222,1.36632173563115,0.717029312301149
206,North East and Yorkshire,2020-07-25,0.977402852014818,1.0223038995817,1.06266175384789,0.879276968476718
206,North West,2020-07-25,0.919753767358894,1.37052493352202,1.44848627649958,0.745218939327213
206,South East,2020-07-25,1.02667325115421,1.19712288815415,1.45473310994246,0.870189919580317
206,South West,2020-07-25,1.02454527904676,1.06001797737419,0.67076374796218,0.708249231218377
207,East of England,2020-07-26,0.946714009812887,1.38125107703135,1.0972799015986,0.771256638232691
207,London,2020-07-26,0.89844000365652,0.965030703747302,1.00287851325516,0.953398418695056
207,Midlands,2020-07-26,1.01656233556335,1.13201956979271,1.37328466910972,0.702528229002383
207,North East and Yorkshire,2020-07-26,0.942989729115707,1.04974261347137,1.03740628873019,0.840642671013812
207,North West,2020-07-26,0.917139675274044,1.25969550097815,1.46500705357744,0.764408591950948
207,South East,2020-07-26,1.04260453304877,1.19762076471086,1.44698895914768,0.880634973132967
207,South West,2020-07-26,1.02454527904676,1.04415026582649,0.688566783336394,0.72815645640022
208,East of England,2020-07-27,0.960237656396439,1.30060890670401,1.08102851010614,0.750055187773855
208,London,2020-07-27,0.915860278698752,0.947439414814891,1.00453753226073,0.954377202543243
208,Midlands,2020-07-27,1.00056097371932,1.14182244513704,1.40144570535767,0.708347776736131
208,North East and Yorkshire,2020-07-27,0.94868473256946,1.05630756704941,1.04247195414064,0.808602106368207
208,North West,2020-07-27,0.933554225800087,1.22600257825584,1.47686512629667,0.790704166220889
208,South East,2020-07-27,1.02562610965062,1.20628775499142,1.45284002680218,0.896436798321711
208,South West,2020-07-27,1.02454527904676,1.08202365819805,0.712844891923718,0.730684892469923
209,East of England,2020-07-28,0.962681358961782,1.1943370584072,1.09726930274263,0.749622407661121
209,London,2020-07-28,0.915860278698752,0.908241191537988,1.0456064473436,0.98450273041368
209,Midlands,2020-07-28,0.973557139129413,1.12998335982019,1.44785294755565,0.717663941965585
209,North East and Yorkshire,2020-07-28,0.943842487302062,1.06949138293013,1.05091210420717,0.769970359612246
209,North West,2020-07-28,0.939673085786479,1.19087260912498,1.47693304133468,0.81685702738802
209,South East,2020-07-28,1.06317602861507,1.21459118030437,1.47156523708035,0.929353890757332
209,South West,2020-07-28,1.02454527904676,1.10905139284356,0.734288502890733,0.732538818470136
210,East of England,2020-07-29,0.962681358961782,1.1438673511324,1.08462384740871,0.748515292045723
210,London,2020-07-29,0.915860278698752,0.853873421406619,1.04046151093594,0.985931920728064
210,Midlands,2020-07-29,0.945903053321125,1.1242452707675,1.47468808550768,0.730729089178163
210,North East and Yorkshire,2020-07-29,0.958278161437705,1.10867263349413,1.06642036254796,0.733913381636283
210,North West,2020-07-29,0.925369254071384,1.14787625911493,1.47734474923871,0.834908886768669
210,South East,2020-07-29,1.06771042970437,1.24906858936977,1.48237090566026,0.945182182416025
210,South West,2020-07-29,1.02454527904676,1.11394058148987,0.755949669492213,0.733716533435434
211,East of England,2020-07-30,0.967035250515668,1.09299208246638,1.06726314175797,0.75241471145402
211,London,2020-07-30,0.915860278698752,0.868478449508125,1.04880015057161,1.06432408990502
211,Midlands,2020-07-30,0.917625932518197,1.08854229363283,1.50147611465423,0.73364389666209
211,North East and Yorkshire,2020-07-30,0.958278161437705,1.07415843809575,1.07299918835502,0.696024686052565
211,North West,2020-07-30,0.920406415511272,1.15082192123417,1.46902747109837,0.840252433130595
211,South East,2020-07-30,1.04987734401456,1.30078259032022,1.53849098474876,0.954890071108681
211,South West,2020-07-30,1.04089810050567,1.08522958522536,0.763870480849978,0.734217216733661
212,East of England,2020-07-31,0.957962247272999,1.0336503098807,1.04666835492246,0.761543614793155
212,London,2020-07-31,0.922709015923037,0.881530067762359,1.06171340229387,1.07106368019883
212,Midlands,2020-07-31,0.920232816678929,1.05090544328465,1.50176951633659,0.754645397703307
212,North East and Yorkshire,2020-07-31,0.958278161437705,1.10236227511093,1.0887873319357,0.680043461847131
212,North West,2020-07-31,0.995469742196625,1.12666049906143,1.45778142461943,0.852513342006057
212,South East,2020-07-31,1.06501221093313,1.26211264532519,1.54616521154683,0.946089222467843
212,South West,2020-07-31,1.04089810050567,1.0668822585584,0.77821294146805,0.724952888910864
213,East of England,2020-08-01,0.948752804851209,0.981857924840785,1.02618505400434,0.764516836819496
213,London,2020-08-01,0.926581581018566,0.850265691293131,1.06448598262434,1.05573742233286
213,Midlands,2020-08-01,0.920232816678929,1.07622181285749,1.51272836205893,0.780000378599506
213,North East and Yorkshire,2020-08-01,0.963865584355585,1.17881207161275,1.10566882313431,0.686801925467396
213,North West,2020-08-01,0.999841744713756,1.13492951898823,1.45423497121773,0.86377629656143
213,South East,2020-08-01,1.04652164512671,1.18598486057554,1.53093282816052,0.9424115775488
213,South West,2020-08-01,1.04089810050567,1.08109621017344,0.803131507586195,0.723996122960626
214,East of England,2020-08-02,0.94875280485121,0.98779568081318,1.02478360045228,0.790487997958243
214,London,2020-08-02,0.919695097541766,0.83979204087478,1.06382732355112,1.02173894454265
214,Midlands,2020-08-02,0.945376511029371,1.02115435487708,1.51663986571914,0.819655434999182
214,North East and Yorkshire,2020-08-02,0.98584169882681,1.23291647653184,1.12976853965933,0.688082620648093
