t,NHS.region,date,deaths_adj,hosp_adm_adj,known_hosp_beds_adj,icu_bed_adj
981,North West,2022-09-08,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
981,South East,2022-09-08,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
981,South West,2022-09-08,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
982,East of England,2022-09-09,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
982,London,2022-09-09,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
982,Midlands,2022-09-09,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
982,North East and Yorkshire,2022-09-09,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
982,North West,2022-09-09,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
982,South East,2022-09-09,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
982,South West,2022-09-09,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
983,East of England,2022-09-10,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
983,London,2022-09-10,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
983,Midlands,2022-09-10,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
983,North East and Yorkshire,2022-09-10,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
983,North West,2022-09-10,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
983,South East,2022-09-10,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
983,South West,2022-09-10,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
984,East of England,2022-09-11,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
984,London,2022-09-11,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
984,Midlands,2022-09-11,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
984,North East and Yorkshire,2022-09-11,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
984,North West,2022-09-11,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
984,South East,2022-09-11,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
984,South West,2022-09-11,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
985,East of England,2022-09-12,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
985,London,2022-09-12,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
985,Midlands,2022-09-12,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
985,North East and Yorkshire,2022-09-12,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
985,North West,2022-09-12,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
985,South East,2022-09-12,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
985,South West,2022-09-12,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
986,East of England,2022-09-13,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
986,London,2022-09-13,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
986,Midlands,2022-09-13,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
986,North East and Yorkshire,2022-09-13,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
986,North West,2022-09-13,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
986,South East,2022-09-13,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
986,South West,2022-09-13,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
987,East of England,2022-09-14,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
987,London,2022-09-14,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
987,Midlands,2022-09-14,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
987,North East and Yorkshire,2022-09-14,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
987,North West,2022-09-14,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
987,South East,2022-09-14,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
987,South West,2022-09-14,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
988,East of England,2022-09-15,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
988,London,2022-09-15,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
988,Midlands,2022-09-15,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
988,North East and Yorkshire,2022-09-15,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
988,North West,2022-09-15,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
988,South East,2022-09-15,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
988,South West,2022-09-15,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
989,East of England,2022-09-16,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
989,London,2022-09-16,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
989,Midlands,2022-09-16,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
989,North East and Yorkshire,2022-09-16,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
989,North West,2022-09-16,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
989,South East,2022-09-16,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
989,South West,2022-09-16,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
990,East of England,2022-09-17,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
990,London,2022-09-17,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
990,Midlands,2022-09-17,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
990,North East and Yorkshire,2022-09-17,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
990,North West,2022-09-17,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
990,South East,2022-09-17,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
990,South West,2022-09-17,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
991,East of England,2022-09-18,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
991,London,2022-09-18,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
991,Midlands,2022-09-18,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
991,North East and Yorkshire,2022-09-18,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
991,North West,2022-09-18,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
991,South East,2022-09-18,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
991,South West,2022-09-18,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
992,East of England,2022-09-19,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
992,London,2022-09-19,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
992,Midlands,2022-09-19,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
992,North East and Yorkshire,2022-09-19,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
992,North West,2022-09-19,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
992,South East,2022-09-19,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
992,South West,2022-09-19,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
993,East of England,2022-09-20,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
993,London,2022-09-20,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
993,Midlands,2022-09-20,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
993,North East and Yorkshire,2022-09-20,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
993,North West,2022-09-20,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
993,South East,2022-09-20,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
993,South West,2022-09-20,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
994,East of England,2022-09-21,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
994,London,2022-09-21,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
994,Midlands,2022-09-21,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
994,North East and Yorkshire,2022-09-21,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
994,North West,2022-09-21,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
994,South East,2022-09-21,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
994,South West,2022-09-21,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
995,East of England,2022-09-22,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
995,London,2022-09-22,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
995,Midlands,2022-09-22,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
995,North East and Yorkshire,2022-09-22,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
995,North West,2022-09-22,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
995,South East,2022-09-22,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
995,South West,2022-09-22,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
996,East of England,2022-09-23,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
996,London,2022-09-23,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
996,Midlands,2022-09-23,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
996,North East and Yorkshire,2022-09-23,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
996,North West,2022-09-23,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
996,South East,2022-09-23,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
996,South West,2022-09-23,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
997,East of England,2022-09-24,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
997,London,2022-09-24,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
997,Midlands,2022-09-24,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
997,North East and Yorkshire,2022-09-24,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
997,North West,2022-09-24,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
997,South East,2022-09-24,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
997,South West,2022-09-24,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
998,East of England,2022-09-25,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
998,London,2022-09-25,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
998,Midlands,2022-09-25,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
998,North East and Yorkshire,2022-09-25,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
998,North West,2022-09-25,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
998,South East,2022-09-25,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
998,South West,2022-09-25,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
999,East of England,2022-09-26,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
999,London,2022-09-26,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
999,Midlands,2022-09-26,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
999,North East and Yorkshire,2022-09-26,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
999,North West,2022-09-26,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
999,South East,2022-09-26,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
999,South West,2022-09-26,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1000,East of England,2022-09-27,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1000,London,2022-09-27,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1000,Midlands,2022-09-27,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1000,North East and Yorkshire,2022-09-27,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1000,North West,2022-09-27,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1000,South East,2022-09-27,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1000,South West,2022-09-27,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1001,East of England,2022-09-28,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1001,London,2022-09-28,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1001,Midlands,2022-09-28,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1001,North East and Yorkshire,2022-09-28,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1001,North West,2022-09-28,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1001,South East,2022-09-28,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1001,South West,2022-09-28,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1002,East of England,2022-09-29,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1002,London,2022-09-29,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1002,Midlands,2022-09-29,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1002,North East and Yorkshire,2022-09-29,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1002,North West,2022-09-29,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1002,South East,2022-09-29,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1002,South West,2022-09-29,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1003,East of England,2022-09-30,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1003,London,2022-09-30,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1003,Midlands,2022-09-30,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1003,North East and Yorkshire,2022-09-30,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1003,North West,2022-09-30,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1003,South East,2022-09-30,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1003,South West,2022-09-30,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1004,East of England,2022-10-01,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1004,London,2022-10-01,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1004,Midlands,2022-10-01,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1004,North East and Yorkshire,2022-10-01,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1004,North West,2022-10-01,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1004,South East,2022-10-01,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1004,South West,2022-10-01,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1005,East of England,2022-10-02,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1005,London,2022-10-02,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1005,Midlands,2022-10-02,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1005,North East and Yorkshire,2022-10-02,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1005,North West,2022-10-02,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1005,South East,2022-10-02,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1005,South West,2022-10-02,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1006,East of England,2022-10-03,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1006,London,2022-10-03,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1006,Midlands,2022-10-03,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1006,North East and Yorkshire,2022-10-03,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1006,North West,2022-10-03,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1006,South East,2022-10-03,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1006,South West,2022-10-03,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1007,East of England,2022-10-04,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1007,London,2022-10-04,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1007,Midlands,2022-10-04,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1007,North East and Yorkshire,2022-10-04,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1007,North West,2022-10-04,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1007,South East,2022-10-04,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1007,South West,2022-10-04,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1008,East of England,2022-10-05,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1008,London,2022-10-05,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1008,Midlands,2022-10-05,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1008,North East and Yorkshire,2022-10-05,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1008,North West,2022-10-05,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1008,South East,2022-10-05,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1008,South West,2022-10-05,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1009,East of England,2022-10-06,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1009,London,2022-10-06,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1009,Midlands,2022-10-06,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1009,North East and Yorkshire,2022-10-06,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1009,North West,2022-10-06,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1009,South East,2022-10-06,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1009,South West,2022-10-06,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1010,East of England,2022-10-07,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1010,London,2022-10-07,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1010,Midlands,2022-10-07,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1010,North East and Yorkshire,2022-10-07,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1010,North West,2022-10-07,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1010,South East,2022-10-07,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1010,South West,2022-10-07,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1011,East of England,2022-10-08,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1011,London,2022-10-08,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1011,Midlands,2022-10-08,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1011,North East and Yorkshire,2022-10-08,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1011,North West,2022-10-08,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1011,South East,2022-10-08,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1011,South West,2022-10-08,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1012,East of England,2022-10-09,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1012,London,2022-10-09,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1012,Midlands,2022-10-09,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1012,North East and Yorkshire,2022-10-09,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1012,North West,2022-10-09,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1012,South East,2022-10-09,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1012,South West,2022-10-09,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1013,East of England,2022-10-10,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1013,London,2022-10-10,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1013,Midlands,2022-10-10,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1013,North East and Yorkshire,2022-10-10,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1013,North West,2022-10-10,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1013,South East,2022-10-10,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1013,South West,2022-10-10,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1014,East of England,2022-10-11,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1014,London,2022-10-11,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1014,Midlands,2022-10-11,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1014,North East and Yorkshire,2022-10-11,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1014,North West,2022-10-11,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1014,South East,2022-10-11,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1014,South West,2022-10-11,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1015,East of England,2022-10-12,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1015,London,2022-10-12,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1015,Midlands,2022-10-12,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1015,North East and Yorkshire,2022-10-12,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1015,North West,2022-10-12,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1015,South East,2022-10-12,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1015,South West,2022-10-12,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1016,East of England,2022-10-13,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1016,London,2022-10-13,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1016,Midlands,2022-10-13,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1016,North East and Yorkshire,2022-10-13,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1016,North West,2022-10-13,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1016,South East,2022-10-13,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1016,South West,2022-10-13,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1017,East of England,2022-10-14,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1017,London,2022-10-14,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1017,Midlands,2022-10-14,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1017,North East and Yorkshire,2022-10-14,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1017,North West,2022-10-14,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1017,South East,2022-10-14,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1017,South West,2022-10-14,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1018,East of England,2022-10-15,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1018,London,2022-10-15,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1018,Midlands,2022-10-15,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1018,North East and Yorkshire,2022-10-15,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1018,North West,2022-10-15,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1018,South East,2022-10-15,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1018,South West,2022-10-15,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1019,East of England,2022-10-16,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1019,London,2022-10-16,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1019,Midlands,2022-10-16,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1019,North East and Yorkshire,2022-10-16,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1019,North West,2022-10-16,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1019,South East,2022-10-16,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1019,South West,2022-10-16,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1020,East of England,2022-10-17,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1020,London,2022-10-17,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1020,Midlands,2022-10-17,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1020,North East and Yorkshire,2022-10-17,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1020,North West,2022-10-17,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1020,South East,2022-10-17,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1020,South West,2022-10-17,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1021,East of England,2022-10-18,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1021,London,2022-10-18,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1021,Midlands,2022-10-18,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1021,North East and Yorkshire,2022-10-18,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1021,North West,2022-10-18,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1021,South East,2022-10-18,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1021,South West,2022-10-18,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1022,East of England,2022-10-19,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1022,London,2022-10-19,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1022,Midlands,2022-10-19,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172314
1022,North East and Yorkshire,2022-10-19,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1022,North West,2022-10-19,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1022,South East,2022-10-19,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1022,South West,2022-10-19,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1023,East of England,2022-10-20,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
1023,London,2022-10-20,0.209895901264341,0.499890253170942,0.355769804710104,0.14690023268621
1023,Midlands,2022-10-20,0.0967109367688534,0.292826962723774,0.178680955478996,0.0664244364172313
1023,North East and Yorkshire,2022-10-20,0.111722798639709,0.280301019286591,0.194959670522937,0.08259162516388
1023,North West,2022-10-20,0.0987917067146758,0.358769082334113,0.197495956117565,0.0698010097641437
1023,South East,2022-10-20,0.106537925425124,0.308706513068253,0.122760847773187,0.0565221779743472
1023,South West,2022-10-20,0.104195417896485,0.306339512455049,0.11520370413936,0.0695454121369497
1024,East of England,2022-10-21,0.105304878382923,0.307181794652878,0.165167748329696,0.067125443984422
