NeutTitreRelConvPlasma,Efficacy,Lower,Upper,NeutRatio_Reported,Study
0.588,74.1865396092571,70.0540391149514,78.3190401035628,-0.230622673923862,LogisticModel
0.589,74.2194805754718,70.0920592668568,78.3469018840868,-0.229884705212898,LogisticModel
0.59,74.2523419276742,70.1299815402669,78.3747023150815,-0.229147988357856,LogisticModel
0.591,74.2851239569684,70.1678062902363,78.4024416237006,-0.228412519118745,LogisticModel
0.592,74.3178269530138,70.2055338726691,78.4301200333584,-0.22767829327708,LogisticModel
0.593,74.3504512040342,70.2431646477442,78.4577377603241,-0.226945306635737,LogisticModel
0.594,74.3829969968271,70.2806989623525,78.4852950313016,-0.226213555018806,LogisticModel
0.595,74.4154646167726,70.3181371729881,78.5127920605572,-0.22548303427145,LogisticModel
0.596,74.4478543478424,70.3554796271039,78.5402290685808,-0.224753740259764,LogisticModel
0.597,74.4801664726082,70.3927266770087,78.5676062682077,-0.224025668870631,LogisticModel
0.598,74.512401272251,70.4298786620646,78.5949238824374,-0.223298816011589,LogisticModel
0.599,74.5445590265697,70.466935937151,78.6221821159884,-0.222573177610689,LogisticModel
0.6,74.5766400139894,70.5038988389128,78.649381189066,-0.221848749616356,LogisticModel
0.601,74.6086445115705,70.5407677130609,78.67652131008,-0.22112552799726,LogisticModel
0.602,74.6405727950166,70.577542898865,78.7036026911683,-0.220403508742175,LogisticModel
0.603,74.6724251386837,70.614224734043,78.7306255433244,-0.219682687859849,LogisticModel
0.604,74.7042018155878,70.6508135587388,78.7575900724368,-0.218963061378868,LogisticModel
0.605,74.7359030974138,70.6873097065035,78.7844964883241,-0.218244625347531,LogisticModel
0.606,74.7675292545235,70.7237135128356,78.8113449962113,-0.217527375833714,LogisticModel
0.607,74.7990805559637,70.7600253106225,78.8381358013049,-0.216811308924742,LogisticModel
0.608,74.8305572694746,70.7962454306926,78.8648691082566,-0.216096420727265,LogisticModel
0.609,74.8619596614977,70.8323742026733,78.8915451203221,-0.215382707367125,LogisticModel
0.61,74.8932879971839,70.8684119549379,78.9181640394299,-0.214670164989233,LogisticModel
0.611,74.9245425404013,70.9043590135891,78.9447260672135,-0.213958789757446,LogisticModel
0.612,74.9557235537432,70.9402157050722,78.9712314024142,-0.213248577854439,LogisticModel
0.613,74.986831298536,70.9759823528191,78.9976802442528,-0.212539525481585,LogisticModel
0.614,75.0178660348467,71.0116592803236,79.0240727893699,-0.211831628858832,LogisticModel
0.615,75.048828021491,71.0472468041926,79.0504092387895,-0.211124884224583,LogisticModel
0.616,75.0797175160407,71.0827452468926,79.0766897851889,-0.210419287835575,LogisticModel
0.617,75.1105347748313,71.1181549298607,79.1029146198019,-0.209714835966758,LogisticModel
0.618,75.1412800529696,71.1534761600701,79.1290839458691,-0.209011524911184,LogisticModel
0.619,75.1719536043413,71.1887092610254,79.1551979476572,-0.208309350979882,LogisticModel
0.62,75.2025556816181,71.2238545448315,79.1812568184047,-0.207608310501746,LogisticModel
0.621,75.2330865362655,71.258912321603,79.207260750928,-0.20690839982342,LogisticModel
0.622,75.2635464185497,71.2938829006778,79.2332099364218,-0.206209615309181,LogisticModel
0.623,75.2939355775455,71.3287665958788,79.2591045592121,-0.20551195334083,LogisticModel
0.624,75.3242542611424,71.3635637131439,79.284944809141,-0.204815410317576,LogisticModel
0.625,75.3545027160533,71.3982745579977,79.3107308741088,-0.204119982655925,LogisticModel
0.626,75.3846811878199,71.4328994372058,79.3364629384341,-0.20342566678957,LogisticModel
0.627,75.4147899208213,71.467438655833,79.3621411858097,-0.202732459169284,LogisticModel
0.628,75.44482915828,71.501892512116,79.387765804444,-0.202040356262804,LogisticModel
0.629,75.4747991422692,71.536261311969,79.4133369725694,-0.201349354554731,LogisticModel
0.63,75.5047001137197,71.5705453516279,79.4388548758116,-0.200659450546418,LogisticModel
0.631,75.5345323124268,71.6047449323683,79.4643196924853,-0.199970640755866,LogisticModel
0.632,75.5642959770569,71.6388603468535,79.4897316072602,-0.199282921717615,LogisticModel
0.633,75.5939913451543,71.672891896263,79.5150907940457,-0.198596289982645,LogisticModel
0.634,75.6236186531484,71.706839871942,79.5403974343548,-0.197910742118267,LogisticModel
0.635,75.6531781363594,71.7407045667455,79.5656517059733,-0.197226274708024,LogisticModel
0.636,75.6826700290058,71.7744862747767,79.5908537832349,-0.196542884351586,LogisticModel
0.637,75.7120945642105,71.8081852853704,79.6160038430505,-0.19586056766465,LogisticModel
0.638,75.7414519740072,71.8418018895045,79.64110205851,-0.195179321278838,LogisticModel
0.639,75.7707424893475,71.8753363714345,79.6661486072606,-0.1944991418416,LogisticModel
0.64,75.7999663401065,71.9087890217872,79.6911436584258,-0.193820026016113,LogisticModel
0.641,75.8291237550897,71.9421601257256,79.7160873844539,-0.193141970481183,LogisticModel
0.642,75.8582149620392,71.9754499637253,79.7409799603531,-0.192464971931147,LogisticModel
0.643,75.8872401876399,72.008658821639,79.7658215536407,-0.191789027075778,LogisticModel
0.644,75.9161996575257,72.0417869796469,79.7906123354046,-0.191114132640188,LogisticModel
0.645,75.9450935962861,72.0748347196813,79.8153524728909,-0.190440285364732,LogisticModel
0.646,75.9739222274716,72.1078023192619,79.8400421356814,-0.189767482004916,LogisticModel
0.647,76.0026857736006,72.140690061636,79.8646814855652,-0.1890957193313,LogisticModel
0.648,76.0313844561647,72.1734982186048,79.8892706937247,-0.188424994129407,LogisticModel
0.649,76.0600184956355,72.2062270650343,79.9138099262367,-0.187755303199631,LogisticModel
0.65,76.0885881114698,72.2388768758533,79.9382993470863,-0.187086643357144,LogisticModel
0.651,76.117093522116,72.2714479273044,79.9627391169277,-0.186419011431808,LogisticModel
0.652,76.1455349450201,72.3039404898381,79.9871294002021,-0.18575240426808,LogisticModel
0.653,76.1739125966309,72.336354834795,80.0114703584668,-0.185086818724926,LogisticModel
0.654,76.2022266924066,72.3686912290478,80.0357621557654,-0.184422251675733,LogisticModel
0.655,76.23047744682,72.4009499432843,80.0600049503557,-0.183758700008217,LogisticModel
0.656,76.2586650733643,72.4331312436807,80.0841989030479,-0.18309616062434,LogisticModel
0.657,76.2867897845591,72.4652353977969,80.1083441713213,-0.182434630440219,LogisticModel
0.658,76.3148517919557,72.4972626707439,80.1324409131675,-0.181774106386045,LogisticModel
0.659,76.3428513061429,72.5292133253153,80.1564892869705,-0.18111458540599,LogisticModel
0.66,76.3707885367523,72.5610876227508,80.1804894507538,-0.180456064458131,LogisticModel
0.661,76.3986636924642,72.592885827675,80.2044415572534,-0.17979854051436,LogisticModel
0.662,76.4264769810128,72.6246081953629,80.2283457666627,-0.1791420105603,LogisticModel
0.663,76.4542286091917,72.65625499468,80.2522022237034,-0.178486471595227,LogisticModel
