time_period,time_identifier,geographic_level,country_code,country_name,date,phase,response_rate,number_responded,number_open_including_inset,proportion_open_including_inset,number_fully_open_settings,proportion_fully_open_settings,number_of_settings_with_one_or_more_students_self_isolating_due_to_COVID_contact_within_settings,proportion_of_settings_with_one_or_more_students_self_isolating_due_to_COVID_contact_within_settings,number_students_attending,proportion_students_attending,overall_attendance_rate_excl_year_11_13_students_not_in_attendance_adjusted,number_students_attending_fully_open_settings,proportion_students_attending_fully_open_settings,number_students_with_sw_attending,proportion_students_with_sw_attending,number_students_with_sw_attending_fully_open_settings,proportion_students_with_sw_attending_in_fully_open_settings,number_students_with_ehcp_attending,proportion_students_with_ehcp_attending,number_students_with_ehcp_attending_fully_open_settings,proportion_students_with_ehcp_attending_fully_open_settings,number_students_eligible_fsm_attending,proportion_students_eligible_fsm_attending,number_children_of_critical_workers_attending,number_of_otherwise_vulnerable_students_attending,total_students_absent_from_open_settings_with_a_suspected_case_of_COVID19,proportion_students_absent_with_a_suspected_case_of_COVID19,proportion_students_absent_with_a_suspected_case_of_COVID19_excl_year_11_13_students_who_are_not_in_attendance_adjusted,total_students_absent_from_open_settings_with_a_confirmed_case_of_COVID19,proportion_students_absent_with_a_confirmed_case_of_COVID19,proportion_students_absent_with_a_confirmed_case_of_COVID19_excl_year_11_13_students_who_are_not_in_attendance_adjusted,total_students_isolating_NHS_track_and_trace,proportion_students_isolating_NHS_track_and_trace,total_students_absent_from_open_settings_required_to_remain_at_home_or_isolate_in_line_with_government_guidance,proportion_students_required_to_remain_at_home_or_isolate_in_line_with_government_guidance,total_students_absent_due_to_attendance_restrictions,proportion_students_absent_due_to_attendance_restrictions,total_students_absent_other_isolation,proportion_students_absent_other_isolation,total_students_absent_from_open_settings_due_to_potential_contact_with_case_of_COVID19_inside_setting,proportion_students_absent_from_open_settings_due_to_potential_contact_with_case_of_COVID19_inside_setting,proportion_students_isolating_due_to_potential_contact_with_case_of_COVID19_inside_setting_excl_year_11_13_students_who_are_not_in_attendance_adjusted,total_students_absent_from_open_settings_due_to_potential_contact_with_case_of_COVID19_outside_setting,proportion_students_absent_from_open_settings_due_to_potential_contact_with_case_of_COVID19_outside_setting,proportion_students_isolating_due_to_potential_contact_with_case_of_COVID19_outside_setting_excl_year_11_13_students_who_are_not_in_attendance_adjusted,total_students_not_attending_because_setting_is_closed,total_students_unable_to_attend_because_setting_is_closed_due_to_COVID19_excl_year_11_13_students_who_are_not_in_attendance_adjusted,proportion_students_not_attending_because_setting_is_closed,proportion_students_unable_to_attend_because_setting_is_closed_due_to_COVID19_excl_year_11_13_students_who_are_not_in_attendance_adjusted,total_students_absent_for_all_covid_reasons,proportion_students_absent_for_all_covid_reasons
2020,Week 37,National,E92000001,England,2020/09/09,All state-funded schools,71,15300,21600,99.9,19700,90.9,-,-,7148000,87,-,6578000,90.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 37,National,E92000001,England,2020/09/10,All state-funded schools,73,15800,21600,99.9,20000,92.4,-,-,7231000,88,-,6747000,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 37,National,E92000001,England,2020/09/11,All state-funded schools,73,15700,21600,99.9,20100,92.7,-,-,7130000,86.8,-,6699000,88.7,133000,82.2,125000,84,232000,80.9,217000,83.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 38,National,E92000001,England,2020/09/14,All state-funded schools,75,16200,21600,99.9,20500,94.8,-,-,7118000,86.4,-,6768000,87.4,133000,82.2,126000,83.2,231000,80.7,218000,82.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 38,National,E92000001,England,2020/09/15,All state-funded schools,76,16400,21600,99.9,20400,94.4,-,-,7145000,86.7,-,6745000,87.7,133000,81.8,125000,83,231000,80.5,217000,82.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 38,National,E92000001,England,2020/09/16,All state-funded schools,75,16200,21600,99.9,20400,94.5,-,-,7187000,87.1,-,6791000,88.1,135000,81.9,127000,83.1,232000,81,220000,82.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 38,National,E92000001,England,2020/09/17,All state-funded schools,76,16400,21600,99.9,20400,94.1,-,-,7187000,87,-,6744000,88.1,134000,81.2,126000,82.5,232000,80.5,218000,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 38,National,E92000001,England,2020/09/18,All state-funded schools,75,16200,21600,99.9,20300,93.7,-,-,7081000,85.7,-,6622000,87.3,132000,80.1,123000,81.5,227000,78.9,212000,80.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 39,National,E92000001,England,2020/09/21,All state-funded schools,78,16800,21600,99.8,20400,94.2,-,-,7210000,87.2,-,6740000,88.7,134000,81.6,126000,83,232000,80.7,217000,82.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 39,National,E92000001,England,2020/09/22,All state-funded schools,77,16700,21600,99.8,20300,93.8,-,-,7240000,87.4,-,6698000,89.1,135000,81.8,125000,83.3,234000,81.3,219000,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 39,National,E92000001,England,2020/09/23,All state-funded schools,77,16700,21600,99.8,20200,93.3,-,-,7268000,87.8,-,6665000,89.7,134000,81.5,124000,83.4,234000,81.3,218000,83.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 39,National,E92000001,England,2020/09/24,All state-funded schools,77,16700,21600,99.8,20100,92.9,-,-,7272000,87.9,-,6638000,89.9,135000,81.5,124000,83.5,236000,81.4,217000,83.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 39,National,E92000001,England,2020/09/25,All state-funded schools,77,16600,21600,99.8,19900,92.1,-,-,7133000,86,-,6497000,89.2,134000,80.1,122000,82.8,232000,80.1,213000,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 40,National,E92000001,England,2020/09/28,All state-funded schools,78,17000,21600,99.8,20200,93.2,-,-,7381000,88.9,-,6708000,91,139000,83.1,127000,85.1,240000,83.2,221000,85.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 40,National,E92000001,England,2020/09/29,All state-funded schools,79,17100,21600,99.8,20100,92.9,-,-,7428000,89.5,-,6695000,91.3,139000,83.2,126000,85,242000,83.5,222000,85.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 40,National,E92000001,England,2020/09/30,All state-funded schools,78,16900,21600,99.8,20000,92.6,-,-,7446000,89.7,-,6696000,91.8,140000,83.3,126000,85.3,242000,83.8,222000,85.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 40,National,E92000001,England,2020/10/01,All state-funded schools,78,16800,21600,99.8,20000,92.4,-,-,7455000,89.8,-,6693000,91.8,141000,84.1,127000,86.1,244000,84.4,223000,86.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 40,National,E92000001,England,2020/10/02,All state-funded schools,76,16500,21600,99.8,19700,91.2,-,-,7257000,87.3,-,6471000,90.9,137000,81.5,122000,84.5,239000,81.6,216000,84.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 41,National,E92000001,England,2020/10/05,All state-funded schools,79,17100,21600,99.8,19900,92,-,-,7453000,89.6,-,6666000,91.9,142000,84,128000,86.2,246000,84.7,225000,86.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 41,National,E92000001,England,2020/10/06,All state-funded schools,79,17100,21600,99.8,19900,91.8,-,-,7482000,90.1,-,6646000,92.1,142000,84.4,127000,86.3,248000,84.9,224000,86.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 41,National,E92000001,England,2020/10/07,All state-funded schools,78,17000,21600,99.5,19700,91,-,-,7455000,89.7,-,6554000,92.4,142000,84,125000,86.4,247000,84.6,223000,86.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 41,National,E92000001,England,2020/10/08,All state-funded schools,80,17200,21600,99.8,19700,90.8,-,-,7460000,89.8,-,6539000,92.2,142000,83.9,124600,86.1,246000,84.5,219000,86.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 41,National,E92000001,England,2020/10/09,All state-funded schools,78,16900,21600,99.7,19400,89.7,-,-,7320000,88.2,-,6358000,91.5,139000,82.3,121000,85.3,242000,83,215000,85.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 42,National,E92000001,England,2020/10/12,All state-funded schools,81,17600,21600,99.7,-,-,4400,20.5,7334000,89.6,-,-,-,141000,84,-,-,245000,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 42,National,E92000001,England,2020/10/13,All state-funded schools,82,17700,21600,99.7,-,-,4500,20.7,7344000,89.7,-,-,-,141000,84,-,-,244000,83.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 42,National,E92000001,England,2020/10/14,All state-funded schools,82,17600,21600,99.7,-,-,4600,21.3,7317000,89.4,-,-,-,141000,83.8,-,-,244000,83.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 42,National,E92000001,England,2020/10/15,All state-funded schools,80,17400,21600,99.7,-,-,4600,21.4,7305000,89.2,-,-,-,141000,83.5,-,-,245000,84.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 42,National,E92000001,England,2020/10/16,All state-funded schools,80,17300,21600,99.6,-,-,4600,21.3,7096000,86.7,-,-,-,137000,81.1,-,-,238000,81.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 45,National,E92000001,England,2020/11/03,All state-funded schools,74,15900,21600,99.6,-,-,3700,17.3,7268000,89,-,-,-,141000,82.7,-,-,241000,82.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 45,National,E92000001,England,2020/11/04,All state-funded schools,80,17400,21600,99.6,-,-,3600,16.4,7321000,89.6,-,-,-,142000,83.4,-,-,245000,83.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 45,National,E92000001,England,2020/11/05,All state-funded schools,80,17400,21600,99.6,-,-,3500,16.3,7303000,89.3,-,-,-,142000,82.8,-,-,243000,83.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 45,National,E92000001,England,2020/11/06,All state-funded schools,80,17300,21600,99.5,-,-,3700,16.9,7198000,88.1,-,-,-,139000,81.4,-,-,240000,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 46,National,E92000001,England,2020/11/09,All state-funded schools,83,18100,21600,99.7,-,-,4500,20.6,7254000,88.7,-,-,-,141000,82.7,-,-,243000,83.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 46,National,E92000001,England,2020/11/10,All state-funded schools,81,17500,21600,99.7,-,-,5100,23.6,7213000,88.4,-,-,-,141000,82.4,-,-,242000,82.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 46,National,E92000001,England,2020/11/11,All state-funded schools,82,17700,21600,99.6,-,-,5700,26.5,7144000,87.4,-,-,-,140000,81.5,-,-,239000,81.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 46,National,E92000001,England,2020/11/12,All state-funded schools,82,17700,21600,99.6,-,-,6300,29.1,7073000,86.5,-,-,-,139000,80.8,-,-,237000,80.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 46,National,E92000001,England,2020/11/13,All state-funded schools,81,17500,21500,99.4,-,-,6800,31.3,6931000,84.8,-,-,-,135000,78.7,-,-,230000,78.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 47,National,E92000001,England,2020/11/16,All state-funded schools,83,18100,21500,99.2,-,-,7800,36.2,6843000,83.7,-,-,-,135000,78.4,-,-,228000,77.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 47,National,E92000001,England,2020/11/17,All state-funded schools,83,18000,21500,99.1,-,-,8000,37,6815000,83.4,-,-,-,134000,78.1,-,-,228000,77.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 47,National,E92000001,England,2020/11/18,All state-funded schools,82,17800,21500,99.1,-,-,8000,36.9,6801000,83.2,-,-,-,134000,77.8,-,-,226000,77.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 47,National,E92000001,England,2020/11/19,All state-funded schools,82,17800,21400,99,-,-,7900,36.6,6774000,82.9,-,-,-,133000,77.3,-,-,226000,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 47,National,E92000001,England,2020/11/20,All state-funded schools,81,17400,21400,98.9,-,-,7800,36,6585000,80.7,-,-,-,129000,75,-,-,219000,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 48,National,E92000001,England,2020/11/23,All state-funded schools,83,18100,21500,99.1,-,-,7700,35.4,6779000,83,-,-,-,134000,78,-,-,229000,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 48,National,E92000001,England,2020/11/24,All state-funded schools,83,17900,21500,99.1,-,-,7700,35.5,6813000,83.4,-,-,-,135000,78.5,-,-,231000,78.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 48,National,E92000001,England,2020/11/25,All state-funded schools,82,17700,21500,99.1,-,-,7500,34.6,6829000,83.6,-,-,-,136000,78.5,-,-,229000,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 48,National,E92000001,England,2020/11/26,All state-funded schools,81,17500,21500,99.2,-,-,7300,33.7,6815000,83.5,-,-,-,136000,78.5,-,-,230000,78.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 48,National,E92000001,England,2020/11/27,All state-funded schools,78,16800,21500,99.1,-,-,6800,31.4,6452000,79.1,-,-,-,128000,74.2,-,-,217000,74.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 49,National,E92000001,England,2020/11/30,All state-funded schools,81,17600,21500,99.2,-,-,6500,30.1,6831000,83.7,-,-,-,136000,78.6,-,-,230000,78.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 49,National,E92000001,England,2020/12/01,All state-funded schools,82,17700,21500,99.4,-,-,6500,30.2,6975000,85.4,-,-,-,138000,80.1,-,-,235000,80.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 49,National,E92000001,England,2020/12/02,All state-funded schools,81,17500,21500,99.5,-,-,6400,29.7,6993000,85.7,-,-,-,138000,80.2,-,-,236000,80.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 49,National,E92000001,England,2020/12/03,All state-funded schools,81,17500,21500,99.5,-,-,6300,28.9,6987000,85.5,-,-,-,139000,80.3,-,-,235000,80.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 49,National,E92000001,England,2020/12/04,All state-funded schools,78,16900,21500,99.4,-,-,6000,27.8,6810000,83.5,-,-,-,135000,78.2,-,-,229000,78.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 50,National,E92000001,England,2020/12/07,All state-funded schools,79,17100,21500,99.4,-,-,6100,28.1,6945000,85.1,-,-,-,139000,80.3,-,-,236000,80.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 50,National,E92000001,England,2020/12/08,All state-funded schools,81,17500,21500,99.3,-,-,6200,28.6,6940000,85,-,-,-,139000,80.1,-,-,235000,80.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 50,National,E92000001,England,2020/12/09,All state-funded schools,79,17000,21500,99.4,-,-,6100,28,6958000,85.2,-,-,-,139000,80.3,-,-,235000,80.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 50,National,E92000001,England,2020/12/10,All state-funded schools,80,17300,21500,99.2,-,-,6100,28.3,6910000,84.6,-,-,-,138000,79.8,-,-,234000,79.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 50,National,E92000001,England,2020/12/11,All state-funded schools,78,16800,21500,99.1,-,-,6300,29,6783000,83.1,-,-,-,136000,78.3,-,-,228000,77.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 51,National,E92000001,England,2020/12/14,All state-funded schools,77,16800,21300,98.5,-,-,6100,28.3,6674000,81.8,-,-,-,136000,78.2,-,-,226000,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 51,National,E92000001,England,2020/12/15,All state-funded schools,79,17100,21300,98.5,-,-,5900,27.1,6597000,80.9,-,-,-,134000,77.7,-,-,225000,76.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 51,National,E92000001,England,2020/12/16,All state-funded schools,77,16700,21300,98.5,-,-,6000,27.9,6466000,79.2,-,-,-,132000,76.3,-,-,221000,75.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Week 51,National,E92000001,England,2020/12/17,All state-funded schools,70,15200,21300,98.3,-,-,6200,28.8,6263000,76.9,-,-,-,128000,74.2,-,-,215000,73.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 2,National,E92000001,England,2021/01/11,All state-funded schools,83,18000,21500,99.2,-,-,-,-,1091000,13.4,-,-,-,71000,39.7,-,-,101000,33.6,-,-,-,-,793000,159000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 2,National,E92000001,England,2021/01/11,Further education,80,173,-,-,-,-,-,-,9600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 2,National,E92000001,England,2021/01/12,All state-funded schools,86,18600,21500,99.3,-,-,-,-,1126000,13.9,-,-,-,73000,39.9,-,-,103000,34,-,-,-,-,818000,166000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 2,National,E92000001,England,2021/01/12,Further education,87,187,-,-,-,-,-,-,8800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 2,National,E92000001,England,2021/01/13,All state-funded schools,86,18600,21500,99.4,-,-,-,-,1131000,13.9,-,-,-,74000,40.1,-,-,103000,33.9,-,-,-,-,820000,169000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 2,National,E92000001,England,2021/01/13,Further education,92,194,-,-,-,-,-,-,5800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 2,National,E92000001,England,2021/01/14,All state-funded schools,83,18000,20900,96.7,-,-,-,-,1056000,13,-,-,-,69000,37.5,-,-,96000,31.8,-,-,-,-,764000,158000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 2,National,E92000001,England,2021/01/14,Further education,95,190,-,-,-,-,-,-,5100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/15,All state-funded schools,84,18100,20500,94.6,-,-,-,-,952000,11.7,-,-,-,65000,35.4,-,-,90000,29.8,-,-,-,-,682000,145000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/15,Further education,94,197,-,-,-,-,-,-,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/18,All state-funded schools,83,18100,21500,99.2,-,-,-,-,1116000,13.7,-,-,-,75000,40.7,-,-,104000,34.5,-,-,-,-,789000,182000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/18,Further education,96,211,-,-,-,-,-,-,5900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/19,All state-funded schools,87,18900,21500,99.2,-,-,-,-,1162000,14.3,-,-,-,77000,41.4,-,-,107000,35.4,-,-,-,-,827000,186000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/19,Further education,95,206,-,-,-,-,-,-,6300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/20,All state-funded schools,87,18700,21500,99.2,-,-,-,-,1176000,14.5,-,-,-,77000,41.6,-,-,107000,35.3,-,-,-,-,837000,190000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/20,Further education,96,210,-,-,-,-,-,-,6100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/21,All state-funded schools,86,18600,21400,99,-,-,-,-,1147000,14.1,-,-,-,76000,40.6,-,-,105000,34.6,-,-,-,-,813000,189000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/21,Further education,96,208,-,-,-,-,-,-,5600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/22,All state-funded schools,85,18400,21400,99,-,-,-,-,1067000,13.1,-,-,-,74000,39.8,-,-,101000,33.3,-,-,-,-,746000,179000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 3,National,E92000001,England,2021/01/22,Further education,98,205,-,-,-,-,-,-,4400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 4,National,E92000001,England,2021/01/25,All state-funded schools,85,18400,19700,91.2,-,-,-,-,1040000,12.8,-,-,-,70000,37.4,-,-,96000,31.7,-,-,-,-,728000,177000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 4,National,E92000001,England,2021/01/25,Further education,97,203,-,-,-,-,-,-,5300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Week 4,National,E92000001,England,2021/01/26,All state-funded schools,87,18800,21400,98.9,-,-,-,-,1200000,14.8,-,-,-,78000,41.8,-,-,109000,36,-,-,-,-,848000,201000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
